3,Karina,Roś,160231488,karinaroś@yahoo.com,Professional,215880
4,Karol,Marcol,469824688,karolmarcol@interia.pl,Professional,495433
5,Marcelina,Gamrat,899504259,marcelinagamrat@o2.pl,Professional,264302
23,Elżbieta,Nieradko,908712821,elżbietanieradko@hotmail.com,Professional,358603
35,Liwia,Woda,690968883,liwiawoda@yahoo.com,Professional,458962
36,Lidia,Calik,775257385,lidiacalik@yahoo.com,Professional,396542
38,Aleks,Latacz,676183903,alekslatacz@o2.pl,Professional,50529
40,Ida,Pielach,988598260,idapielach@yahoo.com,Professional,384466
48,Maks,Gołofit,306946430,maksgołofit@hotmail.com,Professional,279554
51,Gustaw,Zgoła,804686600,gustawzgoła@o2.pl,Professional,367988
55,Aleks,Kurnik,247799660,alekskurnik@onet.pl,Professional,403757
59,Grzegorz,Gapys,577494779,grzegorzgapys@o2.pl,Professional,208653
62,Adrian,Pietrusiak,664970644,adrianpietrusiak@interia.pl,Professional,132074
78,Witold,Abramczuk,545999316,witoldabramczuk@hotmail.com,Professional,358862
89,Jacek,Suchoń,255180712,jaceksuchoń@o2.pl,Professional,40192
94,Ewa,Wawszczyk,412716639,ewawawszczyk@hotmail.com,Professional,223260
110,Kaja,Kajstura,125651317,kajakajstura@yahoo.com,Professional,344294
112,Dariusz,Wąsek,248371020,dariuszwąsek@onet.pl,Professional,6869
123,Mateusz,Zbroszczyk,552590318,mateuszzbroszczyk@yahoo.com,Professional,481197
128,Michał,Lulek,598441610,michałlulek@interia.pl,Professional,333981
130,Apolonia,Kubiaczyk,672345305,apoloniakubiaczyk@o2.pl,Professional,264176
131,Damian,Dymarczyk,471675163,damiandymarczyk@gmail.com,Professional,286085
133,Tola,Wereda,451639220,tolawereda@hotmail.com,Professional,491155
134,Tymon,Stawczyk,878080946,tymonstawczyk@o2.pl,Professional,95264
135,Nicole,Żakiewicz,642361735,nicoleżakiewicz@interia.pl,Professional,323829
137,Sandra,Łyczak,917551456,sandrałyczak@onet.pl,Professional,377301
144,Patryk,Wojsa,429262909,patrykwojsa@interia.pl,Professional,346116
